Device Name,Time,Frequency,Today kWh,Today Cost,Month kWh,Month Cost,tCO2,Energy kWh,Line Voltage,Line Voltage,Power Factor,Average Power
II Year B-Wing,"Aug 15 2025, 11:00:00",50.01,9.44,94.40,123.66,1236.60,0.09,5795020.00,244.57,0.14,-1.00,0.03
II Year B-Wing,"Aug 15 2025, 10:00:00",50.02,9.40,94.00,123.62,1236.20,0.09,5794980.00,239.92,0.15,-0.99,0.04
II Year B-Wing,"Aug 15 2025, 09:00:00",50.06,9.37,93.70,123.59,1235.90,0.09,5794950.00,239.59,0.15,-1.00,0.03
II Year B-Wing,"Aug 15 2025, 08:00:00",50.05,9.33,93.30,123.55,1235.50,0.09,5794910.00,240.51,0.15,-0.99,0.03
II Year B-Wing,"Aug 15 2025, 07:00:00",50.10,9.30,93.00,123.52,1235.20,0.09,5794880.00,238.48,0.15,-0.99,0.04
II Year B-Wing,"Aug 15 2025, 06:00:00",49.98,9.26,92.60,123.48,1234.80,0.09,5794840.00,237.89,0.15,-0.99,0.03
II Year B-Wing,"Aug 15 2025, 05:00:00",50.00,9.23,92.30,123.45,1234.50,0.09,5794810.00,240.27,0.15,-0.99,0.04
II Year B-Wing,"Aug 15 2025, 04:00:00",50.02,9.19,91.90,123.41,1234.10,0.09,5794770.00,240.12,0.15,-1.00,0.04
II Year B-Wing,"Aug 15 2025, 02:00:00",50.02,9.12,91.20,123.34,1233.40,0.09,5794700.00,242.60,0.14,-0.99,0.04
II Year B-Wing,"Aug 15 2025, 01:00:00",49.93,9.09,90.90,123.31,1233.10,0.09,5794670.00,242.92,0.15,-0.99,0.04
II Year B-Wing,"Aug 15 2025, 00:00:00",49.99,9.05,90.50,123.27,1232.70,0.09,5794630.00,240.53,0.15,-0.99,0.04
II Year B-Wing,"Aug 14 2025, 23:00:00",50.00,20.42,204.20,123.24,1232.40,0.09,5794600.00,243.70,0.15,-0.99,0.04
II Year B-Wing,"Aug 14 2025, 22:00:00",50.05,20.38,203.80,123.20,1232.00,0.09,5794560.00,241.11,0.15,-1.00,0.03
II Year B-Wing,"Aug 14 2025, 21:00:00",50.02,20.35,203.50,123.17,1231.70,0.09,5794530.00,241.16,0.15,-1.00,0.04
II Year B-Wing,"Aug 14 2025, 20:00:00",50.03,20.31,203.10,123.13,1231.30,0.09,5794490.00,244.29,0.14,-1.00,0.04
II Year B-Wing,"Aug 14 2025, 19:00:00",49.75,20.28,202.80,123.10,1231.00,0.09,5794460.00,239.85,0.14,-1.00,0.03
II Year B-Wing,"Aug 14 2025, 18:00:00",50.04,20.24,202.40,123.06,1230.60,0.09,5794420.00,242.45,0.14,-0.99,0.03
II Year B-Wing,"Aug 14 2025, 17:00:00",49.89,20.04,200.40,122.86,1228.60,0.09,5794220.00,242.72,1.38,-0.99,0.33
II Year B-Wing,"Aug 14 2025, 16:00:00",50.08,19.66,196.60,122.48,1224.80,0.09,5793840.00,242.42,1.75,-0.99,0.42
II Year B-Wing,"Aug 14 2025, 15:00:00",50.00,18.96,189.60,121.78,1217.80,0.09,5793140.00,238.61,2.93,-1.00,0.70
II Year B-Wing,"Aug 14 2025, 14:00:00",49.99,18.20,182.00,121.02,1210.20,0.09,5792380.00,240.45,3.44,-1.00,0.82
II Year B-Wing,"Aug 14 2025, 13:00:00",50.11,17.36,173.60,120.18,1201.80,0.09,5791540.00,240.33,5.85,-1.00,1.40
II Year B-Wing,"Aug 14 2025, 12:00:00",50.08,16.16,161.60,118.98,1189.80,0.09,5790340.00,240.75,5.00,-0.99,1.19
II Year B-Wing,"Aug 14 2025, 11:00:00",49.97,15.06,150.60,117.88,1178.80,0.09,5789240.00,240.75,4.21,-0.99,1.01
II Year B-Wing,"Aug 14 2025, 10:00:00",50.03,13.94,139.40,116.76,1167.60,0.09,5788120.00,237.84,4.84,-0.99,1.14
II Year B-Wing,"Aug 14 2025, 09:00:00",50.19,12.88,128.80,115.70,1157.00,0.09,5787060.00,243.32,4.33,-0.99,1.04
II Year B-Wing,"Aug 14 2025, 08:00:00",50.04,11.82,118.20,114.64,1146.40,0.09,5786000.00,238.88,3.71,-1.00,0.88
II Year B-Wing,"Aug 14 2025, 07:00:00",49.99,11.61,116.10,114.43,1144.30,0.09,5785790.00,242.57,0.15,-0.99,0.04
II Year B-Wing,"Aug 14 2025, 06:00:00",50.06,11.58,115.80,114.40,1144.00,0.09,5785760.00,239.35,0.14,-0.99,0.04
II Year B-Wing,"Aug 14 2025, 05:00:00",50.06,11.54,115.40,114.36,1143.60,0.09,5785720.00,241.67,0.14,-1.00,0.03
II Year B-Wing,"Aug 14 2025, 04:00:00",50.02,11.51,115.10,114.33,1143.30,0.09,5785690.00,243.20,0.15,-0.99,0.04
II Year B-Wing,"Aug 14 2025, 03:00:00",49.97,11.47,114.70,114.29,1142.90,0.09,5785650.00,243.27,0.15,-1.00,0.04
II Year B-Wing,"Aug 14 2025, 02:00:00",49.96,11.44,114.40,114.26,1142.60,0.09,5785620.00,241.96,0.15,-1.00,0.04
II Year B-Wing,"Aug 14 2025, 01:00:00",50.03,11.40,114.00,114.22,1142.20,0.09,5785580.00,241.86,0.15,-0.99,0.04
II Year B-Wing,"Aug 14 2025, 00:00:00",50.03,11.37,113.70,114.19,1141.90,0.09,5785550.00,245.09,0.14,-0.99,0.03
II Year B-Wing,"Aug 13 2025, 23:00:00",50.02,19.18,191.80,114.15,1141.50,0.09,5785510.00,244.13,0.14,-1.00,0.03
II Year B-Wing,"Aug 13 2025, 22:00:00",49.99,19.15,191.50,114.12,1141.20,0.09,5785480.00,241.57,0.14,-0.99,0.03
II Year B-Wing,"Aug 13 2025, 21:00:00",50.02,19.11,191.10,114.08,1140.80,0.09,5785440.00,242.20,0.15,-0.99,0.03
II Year B-Wing,"Aug 13 2025, 20:00:00",50.05,19.08,190.80,114.05,1140.50,0.09,5785410.00,241.67,0.15,-0.99,0.03
II Year B-Wing,"Aug 13 2025, 19:00:00",50.05,19.04,190.40,114.01,1140.10,0.09,5785370.00,239.71,0.15,-1.00,0.03
II Year B-Wing,"Aug 13 2025, 18:00:00",50.07,19.01,190.10,113.98,1139.80,0.09,5785340.00,240.62,0.14,-1.00,0.04
II Year B-Wing,"Aug 13 2025, 16:00:00",49.98,18.29,182.90,113.26,1132.60,0.08,5784620.00,242.25,2.29,-0.99,0.55
II Year B-Wing,"Aug 13 2025, 15:00:00",49.93,17.26,172.60,112.23,1122.30,0.08,5783590.00,236.65,6.30,-1.00,1.48
II Year B-Wing,"Aug 13 2025, 14:00:00",49.98,15.94,159.40,110.91,1109.10,0.08,5782270.00,238.25,5.43,-0.99,1.28
II Year B-Wing,"Aug 13 2025, 13:00:00",50.06,14.67,146.70,109.64,1096.40,0.08,5781000.00,239.02,5.30,-0.99,1.25
II Year B-Wing,"Aug 13 2025, 12:00:00",50.02,13.38,133.80,108.35,1083.50,0.08,5779710.00,240.45,5.60,-1.00,1.34
II Year B-Wing,"Aug 13 2025, 11:00:00",49.77,12.05,120.50,107.02,1070.20,0.08,5778380.00,241.37,5.58,-1.00,1.34
II Year B-Wing,"Aug 13 2025, 09:00:00",50.09,9.48,94.80,104.45,1044.50,0.08,5775810.00,240.42,5.17,-1.00,1.23
II Year B-Wing,"Aug 13 2025, 08:00:00",49.92,8.18,81.80,103.15,1031.50,0.08,5774510.00,236.49,4.55,-1.00,1.07
II Year B-Wing,"Aug 13 2025, 06:00:00",50.09,7.94,79.40,102.91,1029.10,0.08,5774270.00,241.88,0.08,1.00,0.02
II Year B-Wing,"Aug 13 2025, 05:00:00",50.08,7.92,79.20,102.89,1028.90,0.08,5774250.00,245.62,0.07,1.00,0.02
II Year B-Wing,"Aug 13 2025, 04:00:00",50.02,7.90,79.00,102.87,1028.70,0.08,5774230.00,246.28,0.07,1.00,0.02
II Year B-Wing,"Aug 13 2025, 03:00:00",50.04,7.89,78.90,102.86,1028.60,0.08,5774220.00,246.04,0.08,1.00,0.02
II Year B-Wing,"Aug 13 2025, 02:00:00",50.00,7.87,78.70,102.84,1028.40,0.08,5774200.00,242.94,0.07,1.00,0.02
II Year B-Wing,"Aug 13 2025, 01:00:00",50.06,7.85,78.50,102.82,1028.20,0.08,5774180.00,243.27,0.07,1.00,0.02
II Year B-Wing,"Aug 13 2025, 00:00:00",50.02,7.83,78.30,102.80,1028.00,0.08,5774160.00,240.34,0.08,1.00,0.02
II Year B-Wing,"Aug 12 2025, 23:00:00",49.90,20.38,203.80,102.78,1027.80,0.08,5774140.00,242.90,0.07,1.00,0.02
II Year B-Wing,"Aug 12 2025, 22:00:00",50.03,20.36,203.60,102.76,1027.60,0.08,5774120.00,241.58,0.07,1.00,0.02
II Year B-Wing,"Aug 12 2025, 21:00:00",50.04,20.35,203.50,102.75,1027.50,0.08,5774110.00,239.24,0.08,1.00,0.02
II Year B-Wing,"Aug 12 2025, 20:00:00",50.05,20.33,203.30,102.73,1027.30,0.08,5774090.00,241.67,0.07,1.00,0.02
II Year B-Wing,"Aug 12 2025, 19:00:00",50.01,20.31,203.10,102.71,1027.10,0.08,5774070.00,237.02,0.08,1.00,0.02
II Year B-Wing,"Aug 12 2025, 18:00:00",50.05,20.29,202.90,102.69,1026.90,0.08,5774050.00,238.33,0.08,1.00,0.02
II Year B-Wing,"Aug 12 2025, 17:00:00",50.06,20.27,202.70,102.67,1026.70,0.08,5774030.00,241.96,0.08,1.00,0.02
II Year B-Wing,"Aug 12 2025, 16:00:00",49.99,20.23,202.30,102.63,1026.30,0.08,5773990.00,233.98,1.42,-1.00,0.33
II Year B-Wing,"Aug 12 2025, 15:00:00",50.03,19.62,196.20,102.02,1020.20,0.08,5773380.00,240.20,2.36,-1.00,0.56
II Year B-Wing,"Aug 12 2025, 14:00:00",49.97,19.07,190.70,101.47,1014.70,0.08,5772830.00,237.09,2.19,-1.00,0.52
II Year B-Wing,"Aug 12 2025, 13:00:00",50.05,18.47,184.70,100.87,1008.70,0.08,5772230.00,240.60,5.04,-1.00,1.20
II Year B-Wing,"Aug 12 2025, 12:00:00",50.00,17.38,173.80,99.78,997.80,0.07,5771140.00,236.69,3.91,-0.99,0.92
II Year B-Wing,"Aug 12 2025, 11:00:00",50.05,16.46,164.60,98.86,988.60,0.07,5770220.00,237.98,4.11,-0.99,0.97
II Year B-Wing,"Aug 12 2025, 10:00:00",50.04,15.56,155.60,97.96,979.60,0.07,5769320.00,236.94,3.72,-1.00,0.87
II Year B-Wing,"Aug 12 2025, 09:00:00",49.97,14.63,146.30,97.03,970.30,0.07,5768390.00,238.07,4.86,-1.00,1.15
II Year B-Wing,"Aug 12 2025, 08:00:00",50.05,13.49,134.90,95.89,958.90,0.07,5767250.00,236.32,3.84,-1.00,0.90
II Year B-Wing,"Aug 12 2025, 07:00:00",49.99,13.24,132.40,95.64,956.40,0.07,5767000.00,239.32,0.47,-1.00,0.11
II Year B-Wing,"Aug 12 2025, 06:00:00",50.06,13.13,131.30,95.53,955.30,0.07,5766890.00,239.19,0.46,-1.00,0.11
II Year B-Wing,"Aug 12 2025, 04:00:00",50.09,12.91,129.10,95.31,953.10,0.07,5766670.00,245.94,0.46,-0.99,0.11
II Year B-Wing,"Aug 12 2025, 03:00:00",49.97,12.80,128.00,95.20,952.00,0.07,5766560.00,245.21,0.46,-0.99,0.11
II Year B-Wing,"Aug 12 2025, 02:00:00",49.96,12.69,126.90,95.09,950.90,0.07,5766450.00,243.90,0.46,-0.99,0.11
II Year B-Wing,"Aug 12 2025, 01:00:00",49.91,12.58,125.80,94.98,949.80,0.07,5766340.00,244.25,0.46,-1.00,0.11
II Year B-Wing,"Aug 12 2025, 00:00:00",50.06,12.46,124.60,94.86,948.60,0.07,5766220.00,241.93,0.46,-0.99,0.11
II Year B-Wing,"Aug 11 2025, 23:00:00",50.06,13.20,132.00,94.75,947.50,0.07,5766110.00,243.67,0.46,-0.99,0.11
II Year B-Wing,"Aug 11 2025, 22:00:00",50.07,13.09,130.90,94.64,946.40,0.07,5766000.00,240.45,0.47,-1.00,0.11
II Year B-Wing,"Aug 11 2025, 21:00:00",50.05,12.98,129.80,94.53,945.30,0.07,5765890.00,242.81,0.46,-1.00,0.11
II Year B-Wing,"Aug 11 2025, 20:00:00",50.06,12.87,128.70,94.42,944.20,0.07,5765780.00,244.74,0.46,-0.99,0.11
II Year B-Wing,"Aug 11 2025, 19:00:00",49.99,12.76,127.60,94.31,943.10,0.07,5765670.00,243.10,0.46,-1.00,0.11
II Year B-Wing,"Aug 11 2025, 18:00:00",50.06,12.70,127.00,94.25,942.50,0.07,5765610.00,244.35,0.16,-0.98,0.04
II Year B-Wing,"Aug 11 2025, 17:00:00",50.06,12.31,123.10,93.86,938.60,0.07,5765220.00,243.65,2.56,-0.99,0.62
II Year B-Wing,"Aug 11 2025, 16:00:00",50.06,11.71,117.10,93.26,932.60,0.07,5764620.00,240.20,2.81,-0.99,0.67
II Year B-Wing,"Aug 11 2025, 15:00:00",50.05,10.57,105.70,92.12,921.20,0.07,5763480.00,241.33,6.08,-1.00,1.46
II Year B-Wing,"Aug 11 2025, 14:00:00",50.00,9.13,91.30,90.68,906.80,0.07,5762040.00,236.01,6.12,-1.00,1.44
II Year B-Wing,"Aug 11 2025, 13:00:00",50.15,7.86,78.60,89.41,894.10,0.07,5760770.00,242.18,4.58,-0.99,1.10
II Year B-Wing,"Aug 11 2025, 12:00:00",49.97,6.71,67.10,88.26,882.60,0.07,5759620.00,237.32,5.96,-1.00,1.40
II Year B-Wing,"Aug 11 2025, 11:00:00",50.00,5.36,53.60,86.91,869.10,0.07,5758270.00,242.10,4.93,-1.00,1.19
II Year B-Wing,"Aug 11 2025, 10:00:00",49.97,4.17,41.70,85.72,857.20,0.06,5757080.00,240.59,4.81,-1.00,1.15
II Year B-Wing,"Aug 11 2025, 09:00:00",50.07,2.82,28.20,84.37,843.70,0.06,5755730.00,238.91,6.12,-1.00,1.45
II Year B-Wing,"Aug 11 2025, 08:00:00",50.06,1.42,14.20,82.97,829.70,0.06,5754330.00,238.00,4.59,-1.00,1.09
II Year B-Wing,"Aug 11 2025, 07:00:00",49.99,1.06,10.60,82.61,826.10,0.06,5753970.00,241.43,0.15,-0.98,0.04
II Year B-Wing,"Aug 11 2025, 06:00:00",50.02,1.03,10.30,82.58,825.80,0.06,5753940.00,239.12,0.15,-0.98,0.04
II Year B-Wing,"Aug 11 2025, 05:00:00",49.95,0.99,9.90,82.54,825.40,0.06,5753900.00,242.93,0.15,-0.98,0.04
II Year B-Wing,"Aug 11 2025, 04:00:00",49.95,0.96,9.60,82.51,825.10,0.06,5753870.00,245.15,0.15,-0.98,0.04
II Year B-Wing,"Aug 11 2025, 03:00:00",49.93,0.92,9.20,82.47,824.70,0.06,5753830.00,244.09,0.15,-0.98,0.04
II Year B-Wing,"Aug 11 2025, 02:00:00",50.01,0.89,8.90,82.44,824.40,0.06,5753800.00,243.99,0.15,-0.98,0.04
II Year B-Wing,"Aug 11 2025, 01:00:00",49.96,0.85,8.50,82.40,824.00,0.06,5753760.00,245.40,0.14,-0.98,0.04
II Year B-Wing,"Aug 11 2025, 00:00:00",50.04,0.81,8.10,82.36,823.60,0.06,5753720.00,242.81,0.15,-0.99,0.04
II Year B-Wing,"Aug 10 2025, 23:00:00",49.97,6.69,66.90,82.33,823.30,0.06,5753690.00,243.58,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 22:00:00",50.02,6.65,66.50,82.29,822.90,0.06,5753650.00,240.77,0.15,-0.99,0.04
II Year B-Wing,"Aug 10 2025, 21:00:00",50.01,6.62,66.20,82.26,822.60,0.06,5753620.00,239.99,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 20:00:00",50.03,6.58,65.80,82.22,822.20,0.06,5753580.00,238.93,0.15,-0.99,0.04
II Year B-Wing,"Aug 10 2025, 19:00:00",49.95,6.55,65.50,82.19,821.90,0.06,5753550.00,241.98,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 18:00:00",50.04,6.51,65.10,82.15,821.50,0.06,5753510.00,242.62,0.15,-0.99,0.04
II Year B-Wing,"Aug 10 2025, 17:00:00",50.03,6.47,64.70,82.11,821.10,0.06,5753470.00,245.53,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 16:00:00",50.01,6.44,64.40,82.08,820.80,0.06,5753440.00,246.31,0.14,-0.98,0.03
II Year B-Wing,"Aug 10 2025, 15:00:00",50.02,6.40,64.00,82.04,820.40,0.06,5753400.00,243.39,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 14:00:00",50.02,6.37,63.70,82.01,820.10,0.06,5753370.00,242.78,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 13:00:00",50.04,6.33,63.30,81.97,819.70,0.06,5753330.00,242.42,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 12:00:00",50.03,6.30,63.00,81.94,819.40,0.06,5753300.00,242.31,0.15,-0.98,0.03
II Year B-Wing,"Aug 10 2025, 11:00:00",50.03,6.26,62.60,81.90,819.00,0.06,5753260.00,243.28,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 10:00:00",50.01,6.23,62.30,81.87,818.70,0.06,5753230.00,243.98,0.15,-0.99,0.04
II Year B-Wing,"Aug 10 2025, 09:00:00",50.10,6.19,61.90,81.83,818.30,0.06,5753190.00,240.15,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 08:00:00",50.05,6.16,61.60,81.80,818.00,0.06,5753160.00,242.42,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 07:00:00",50.04,6.12,61.20,81.76,817.60,0.06,5753120.00,238.51,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 06:00:00",50.05,6.09,60.90,81.73,817.30,0.06,5753090.00,241.29,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 05:00:00",50.03,6.05,60.50,81.69,816.90,0.06,5753050.00,243.12,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 04:00:00",50.01,6.01,60.10,81.65,816.50,0.06,5753010.00,243.90,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 03:00:00",49.96,5.98,59.80,81.62,816.20,0.06,5752980.00,241.60,0.15,-0.99,0.04
II Year B-Wing,"Aug 10 2025, 02:00:00",49.99,5.94,59.40,81.58,815.80,0.06,5752940.00,244.55,0.15,-0.98,0.04
II Year B-Wing,"Aug 10 2025, 01:00:00",49.98,5.91,59.10,81.55,815.50,0.06,5752910.00,243.59,0.14,-0.98,0.03
II Year B-Wing,"Aug 10 2025, 00:00:00",50.01,5.87,58.70,81.51,815.10,0.06,5752870.00,244.52,0.15,-0.99,0.04
II Year B-Wing,"Aug 09 2025, 23:00:00",49.97,17.16,171.60,81.48,814.80,0.06,5752840.00,241.72,0.15,-0.99,0.04
II Year B-Wing,"Aug 09 2025, 22:00:00",50.07,17.12,171.20,81.44,814.40,0.06,5752800.00,242.38,0.15,-0.98,0.04
II Year B-Wing,"Aug 09 2025, 21:00:00",50.00,17.09,170.90,81.41,814.10,0.06,5752770.00,241.72,0.15,-0.98,0.04
II Year B-Wing,"Aug 09 2025, 20:00:00",50.00,17.05,170.50,81.37,813.70,0.06,5752730.00,242.54,0.14,-0.98,0.04
II Year B-Wing,"Aug 09 2025, 19:00:00",50.02,16.96,169.60,81.28,812.80,0.06,5752640.00,239.54,0.69,0.62,0.10
II Year B-Wing,"Aug 09 2025, 18:00:00",50.07,16.89,168.90,81.21,812.10,0.06,5752570.00,243.44,0.15,-0.98,0.04
II Year B-Wing,"Aug 09 2025, 17:00:00",50.01,16.85,168.50,81.17,811.70,0.06,5752530.00,242.70,0.15,-0.98,0.04
II Year B-Wing,"Aug 09 2025, 16:00:00",49.98,16.80,168.00,81.12,811.20,0.06,5752480.00,243.87,0.38,-0.99,0.09
II Year B-Wing,"Aug 09 2025, 15:00:00",49.92,16.43,164.30,80.75,807.50,0.06,5752110.00,239.21,2.89,-1.00,0.69
II Year B-Wing,"Aug 09 2025, 14:00:00",50.13,15.79,157.90,80.11,801.10,0.06,5751470.00,237.79,2.39,-1.00,0.57
II Year B-Wing,"Aug 09 2025, 13:00:00",50.20,15.23,152.30,79.55,795.50,0.06,5750910.00,243.07,2.15,-1.00,0.52
II Year B-Wing,"Aug 09 2025, 12:00:00",50.09,14.70,147.00,79.02,790.20,0.06,5750380.00,236.04,2.40,-1.00,0.56
II Year B-Wing,"Aug 09 2025, 11:00:00",50.00,14.14,141.40,78.46,784.60,0.06,5749820.00,240.18,2.38,-1.00,0.57
II Year B-Wing,"Aug 09 2025, 10:00:00",50.16,13.51,135.10,77.83,778.30,0.06,5749190.00,236.96,2.90,-1.00,0.68
II Year B-Wing,"Aug 09 2025, 09:00:00",50.09,12.84,128.40,77.16,771.60,0.06,5748520.00,238.04,2.90,-1.00,0.68
II Year B-Wing,"Aug 09 2025, 08:00:00",50.03,12.15,121.50,76.47,764.70,0.06,5747830.00,237.83,2.48,-1.00,0.59
II Year B-Wing,"Aug 09 2025, 07:00:00",50.02,11.99,119.90,76.31,763.10,0.06,5747670.00,240.84,0.47,-0.99,0.11
II Year B-Wing,"Aug 09 2025, 06:00:00",50.11,11.87,118.70,76.19,761.90,0.06,5747550.00,240.21,0.47,-0.99,0.11
II Year B-Wing,"Aug 09 2025, 04:00:00",50.05,11.65,116.50,75.97,759.70,0.06,5747330.00,243.62,0.46,-0.99,0.11
II Year B-Wing,"Aug 09 2025, 03:00:00",50.01,11.54,115.40,75.86,758.60,0.06,5747220.00,241.60,0.47,-1.00,0.11
II Year B-Wing,"Aug 09 2025, 02:00:00",49.95,11.43,114.30,75.75,757.50,0.06,5747110.00,242.21,0.46,-0.99,0.11
II Year B-Wing,"Aug 09 2025, 01:00:00",49.98,11.32,113.20,75.64,756.40,0.06,5747000.00,243.08,0.46,-0.99,0.11
II Year B-Wing,"Aug 09 2025, 00:00:00",50.04,11.21,112.10,75.53,755.30,0.06,5746890.00,242.71,0.46,-0.99,0.11
II Year B-Wing,"Aug 08 2025, 23:00:00",50.03,20.65,206.50,75.41,754.10,0.06,5746770.00,241.83,0.46,-0.99,0.11
II Year B-Wing,"Aug 08 2025, 22:00:00",50.04,20.54,205.40,75.30,753.00,0.06,5746660.00,239.63,0.47,-1.00,0.11
II Year B-Wing,"Aug 08 2025, 21:00:00",50.04,20.43,204.30,75.19,751.90,0.06,5746550.00,238.83,0.47,-0.99,0.11
II Year B-Wing,"Aug 08 2025, 20:00:00",50.05,20.32,203.20,75.08,750.80,0.06,5746440.00,239.55,0.47,-1.00,0.11
II Year B-Wing,"Aug 08 2025, 19:00:00",50.07,20.27,202.70,75.03,750.30,0.06,5746390.00,240.23,0.15,-0.98,0.04
II Year B-Wing,"Aug 08 2025, 18:00:00",50.07,20.23,202.30,74.99,749.90,0.06,5746350.00,242.16,0.15,-0.99,0.03
II Year B-Wing,"Aug 08 2025, 17:00:00",49.86,20.20,202.00,74.96,749.60,0.06,5746320.00,240.03,0.15,-0.98,0.03
II Year B-Wing,"Aug 08 2025, 16:00:00",50.01,20.13,201.30,74.89,748.90,0.06,5746250.00,240.10,0.72,-0.99,0.17
II Year B-Wing,"Aug 08 2025, 14:00:00",50.05,18.15,181.50,72.91,729.10,0.05,5744270.00,237.03,4.61,-1.00,1.08
II Year B-Wing,"Aug 08 2025, 13:00:00",50.06,17.05,170.50,71.81,718.10,0.05,5743170.00,237.91,5.61,-1.00,1.32
II Year B-Wing,"Aug 08 2025, 12:00:00",50.04,15.83,158.30,70.59,705.90,0.05,5741950.00,236.20,4.80,-1.00,1.13
II Year B-Wing,"Aug 08 2025, 11:00:00",50.15,14.71,147.10,69.47,694.70,0.05,5740830.00,238.32,6.02,-0.99,1.42
II Year B-Wing,"Aug 08 2025, 08:00:00",49.97,10.41,104.10,65.17,651.70,0.05,5736530.00,238.78,5.32,-1.00,1.26
II Year B-Wing,"Aug 08 2025, 07:00:00",50.02,10.12,101.20,64.88,648.80,0.05,5736240.00,239.28,0.08,1.00,0.02
II Year B-Wing,"Aug 08 2025, 06:00:00",50.03,10.04,100.40,64.80,648.00,0.05,5736160.00,240.26,0.40,-0.99,0.10
II Year B-Wing,"Aug 08 2025, 05:00:00",50.05,9.94,99.40,64.70,647.00,0.05,5736060.00,242.02,0.40,-1.00,0.10
II Year B-Wing,"Aug 08 2025, 04:00:00",49.99,9.85,98.50,64.61,646.10,0.05,5735970.00,243.33,0.39,-0.99,0.10
II Year B-Wing,"Aug 08 2025, 03:00:00",49.97,9.75,97.50,64.51,645.10,0.05,5735870.00,245.51,0.39,-0.99,0.10
II Year B-Wing,"Aug 08 2025, 02:00:00",50.02,9.66,96.60,64.42,644.20,0.05,5735780.00,243.72,0.39,-0.99,0.09
II Year B-Wing,"Aug 08 2025, 01:00:00",49.99,9.56,95.60,64.32,643.20,0.05,5735680.00,243.48,0.39,-0.99,0.10
II Year B-Wing,"Aug 08 2025, 00:00:00",50.07,9.47,94.70,64.23,642.30,0.05,5735590.00,243.73,0.39,-0.99,0.09
II Year B-Wing,"Aug 07 2025, 23:00:00",50.01,18.96,189.60,64.13,641.30,0.05,5735490.00,241.65,0.40,-0.99,0.10
II Year B-Wing,"Aug 07 2025, 22:00:00",50.05,18.87,188.70,64.04,640.40,0.05,5735400.00,238.37,0.40,-0.99,0.09
II Year B-Wing,"Aug 07 2025, 20:00:00",50.03,18.68,186.80,63.85,638.50,0.05,5735210.00,242.46,0.39,-1.00,0.09
II Year B-Wing,"Aug 07 2025, 19:00:00",50.06,18.62,186.20,63.79,637.90,0.05,5735150.00,241.53,0.08,1.00,0.02
II Year B-Wing,"Aug 07 2025, 18:00:00",50.11,18.60,186.00,63.77,637.70,0.05,5735130.00,243.73,0.08,1.00,0.02
II Year B-Wing,"Aug 07 2025, 17:00:00",50.04,18.58,185.80,63.75,637.50,0.05,5735110.00,242.44,0.08,1.00,0.02
II Year B-Wing,"Aug 07 2025, 16:00:00",50.06,18.45,184.50,63.62,636.20,0.05,5734980.00,241.58,1.15,-1.00,0.27
II Year B-Wing,"Aug 07 2025, 15:00:00",50.08,17.86,178.60,63.03,630.30,0.05,5734390.00,241.91,4.17,-1.00,1.00
II Year B-Wing,"Aug 07 2025, 14:00:00",50.10,16.96,169.60,62.13,621.30,0.05,5733490.00,239.43,4.07,-1.00,0.96
II Year B-Wing,"Aug 07 2025, 13:00:00",50.03,16.05,160.50,61.22,612.20,0.05,5732580.00,242.36,5.07,-1.00,1.22
II Year B-Wing,"Aug 07 2025, 12:00:00",50.03,14.86,148.60,60.03,600.30,0.05,5731390.00,242.45,4.86,-1.00,1.17
II Year B-Wing,"Aug 07 2025, 11:00:00",49.94,13.69,136.90,58.86,588.60,0.04,5730220.00,237.88,4.89,-1.00,1.15
II Year B-Wing,"Aug 07 2025, 10:00:00",50.04,12.53,125.30,57.70,577.00,0.04,5729060.00,239.68,4.89,-1.00,1.16
II Year B-Wing,"Aug 07 2025, 08:00:00",50.02,10.11,101.10,55.28,552.80,0.04,5726640.00,235.18,4.60,-1.00,1.08
II Year B-Wing,"Aug 07 2025, 07:00:00",49.96,9.80,98.00,54.97,549.70,0.04,5726330.00,239.75,0.15,-0.99,0.04
II Year B-Wing,"Aug 07 2025, 06:00:00",50.08,9.76,97.60,54.93,549.30,0.04,5726290.00,240.31,0.15,-0.99,0.03
II Year B-Wing,"Aug 07 2025, 05:00:00",50.04,9.73,97.30,54.90,549.00,0.04,5726260.00,241.83,0.15,-0.99,0.04
II Year B-Wing,"Aug 07 2025, 04:00:00",50.06,9.69,96.90,54.86,548.60,0.04,5726220.00,244.54,0.14,-0.99,0.04
II Year B-Wing,"Aug 07 2025, 03:00:00",50.01,9.66,96.60,54.83,548.30,0.04,5726190.00,244.53,0.15,-0.99,0.04
