Device Name,Time,Frequency,Today kWh,Today Cost,Month kWh,Month Cost,tCO2,Energy kWh,Line Voltage,Line Voltage,Power Factor,Average Power
II Year B-Wing,"Aug 07 2025, 02:00:00",49.99,9.62,96.20,54.79,547.90,0.04,5726150.00,242.35,0.15,-0.99,0.04
II Year B-Wing,"Aug 07 2025, 01:00:00",50.03,9.59,95.90,54.76,547.60,0.04,5726120.00,245.30,0.14,-1.00,0.04
II Year B-Wing,"Aug 07 2025, 00:00:00",49.97,9.55,95.50,54.72,547.20,0.04,5726080.00,241.22,0.14,-0.99,0.03
II Year B-Wing,"Aug 06 2025, 23:00:00",50.03,19.05,190.50,54.69,546.90,0.04,5726050.00,244.48,0.15,-0.99,0.04
II Year B-Wing,"Aug 06 2025, 21:00:00",50.04,18.98,189.80,54.62,546.20,0.04,5725980.00,238.17,0.15,-0.99,0.03
II Year B-Wing,"Aug 06 2025, 20:00:00",50.03,18.94,189.40,54.58,545.80,0.04,5725940.00,241.86,0.14,-0.99,0.03
II Year B-Wing,"Aug 06 2025, 19:00:00",50.04,18.91,189.10,54.55,545.50,0.04,5725910.00,238.10,0.15,-0.99,0.03
II Year B-Wing,"Aug 06 2025, 18:00:00",50.05,18.87,188.70,54.51,545.10,0.04,5725870.00,242.71,0.14,-0.99,0.03
II Year B-Wing,"Aug 06 2025, 17:00:00",50.09,18.47,184.70,54.11,541.10,0.04,5725470.00,237.08,2.81,-0.99,0.66
II Year B-Wing,"Aug 06 2025, 16:00:00",50.08,17.68,176.80,53.32,533.20,0.04,5724680.00,239.87,3.52,-0.99,0.84
II Year B-Wing,"Aug 06 2025, 15:00:00",50.03,16.70,167.00,52.34,523.40,0.04,5723700.00,240.45,4.68,-1.00,1.12
II Year B-Wing,"Aug 06 2025, 14:00:00",50.05,15.79,157.90,51.43,514.30,0.04,5722790.00,239.92,3.48,-0.99,0.83
II Year B-Wing,"Aug 06 2025, 13:00:00",50.11,14.94,149.40,50.58,505.80,0.04,5721940.00,243.75,5.27,-1.00,1.27
II Year B-Wing,"Aug 06 2025, 12:00:00",50.01,13.92,139.20,49.56,495.60,0.04,5720920.00,241.98,3.90,-1.00,0.94
II Year B-Wing,"Aug 06 2025, 11:00:00",49.97,13.01,130.10,48.65,486.50,0.04,5720010.00,242.35,3.79,-1.00,0.91
II Year B-Wing,"Aug 06 2025, 10:00:00",49.91,12.05,120.50,47.69,476.90,0.04,5719050.00,240.02,5.05,-1.00,1.21
II Year B-Wing,"Aug 06 2025, 08:00:00",50.04,10.00,100.00,45.64,456.40,0.03,5717000.00,237.76,4.53,-1.00,1.07
II Year B-Wing,"Aug 06 2025, 07:00:00",50.08,9.64,96.40,45.28,452.80,0.03,5716640.00,238.41,0.08,1.00,0.02
II Year B-Wing,"Aug 06 2025, 06:00:00",50.08,9.62,96.20,45.26,452.60,0.03,5716620.00,239.51,0.07,1.00,0.02
II Year B-Wing,"Aug 06 2025, 05:00:00",50.06,9.60,96.00,45.24,452.40,0.03,5716600.00,242.94,0.08,1.00,0.02
II Year B-Wing,"Aug 06 2025, 04:00:00",50.04,9.58,95.80,45.22,452.20,0.03,5716580.00,242.01,0.08,1.00,0.02
II Year B-Wing,"Aug 06 2025, 03:00:00",50.02,9.56,95.60,45.20,452.00,0.03,5716560.00,244.13,0.08,1.00,0.02
II Year B-Wing,"Aug 06 2025, 02:00:00",49.97,9.54,95.40,45.18,451.80,0.03,5716540.00,243.60,0.07,1.00,0.02
II Year B-Wing,"Aug 06 2025, 01:00:00",50.01,9.53,95.30,45.17,451.70,0.03,5716530.00,243.81,0.08,1.00,0.02
II Year B-Wing,"Aug 06 2025, 00:00:00",50.07,9.51,95.10,45.15,451.50,0.03,5716510.00,242.52,0.08,1.00,0.02
II Year B-Wing,"Aug 05 2025, 23:00:00",50.03,21.45,214.50,45.13,451.30,0.03,5716490.00,240.62,0.08,1.00,0.02
II Year B-Wing,"Aug 05 2025, 22:00:00",50.00,21.43,214.30,45.11,451.10,0.03,5716470.00,240.21,0.08,1.00,0.02
II Year B-Wing,"Aug 05 2025, 21:00:00",49.92,21.41,214.10,45.09,450.90,0.03,5716450.00,239.87,0.08,1.00,0.02
II Year B-Wing,"Aug 05 2025, 20:00:00",49.94,21.39,213.90,45.07,450.70,0.03,5716430.00,242.62,0.08,1.00,0.02
II Year B-Wing,"Aug 05 2025, 19:00:00",50.02,21.38,213.80,45.06,450.60,0.03,5716420.00,243.97,0.08,1.00,0.02
II Year B-Wing,"Aug 05 2025, 18:00:00",50.13,21.36,213.60,45.04,450.40,0.03,5716400.00,244.71,0.08,1.00,0.02
II Year B-Wing,"Aug 05 2025, 17:00:00",50.03,21.34,213.40,45.02,450.20,0.03,5716380.00,244.43,0.08,1.00,0.02
II Year B-Wing,"Aug 05 2025, 16:00:00",49.99,21.32,213.20,45.00,450.00,0.03,5716360.00,243.29,0.09,1.00,0.02
II Year B-Wing,"Aug 05 2025, 14:00:00",50.07,20.09,200.90,43.77,437.70,0.03,5715130.00,241.86,3.42,-1.00,0.82
II Year B-Wing,"Aug 05 2025, 13:00:00",50.19,19.14,191.40,42.82,428.20,0.03,5714180.00,244.16,6.01,-1.00,1.46
II Year B-Wing,"Aug 05 2025, 12:00:00",49.97,17.71,177.10,41.39,413.90,0.03,5712750.00,237.28,5.82,-1.00,1.37
II Year B-Wing,"Aug 05 2025, 11:00:00",50.00,16.37,163.70,40.05,400.50,0.03,5711410.00,241.59,5.97,-1.00,1.44
II Year B-Wing,"Aug 05 2025, 10:00:00",49.98,14.96,149.60,38.64,386.40,0.03,5710000.00,238.17,6.13,1.00,1.45
II Year B-Wing,"Aug 05 2025, 09:00:00",50.11,13.55,135.50,37.23,372.30,0.03,5708590.00,237.27,6.31,-1.00,1.49
II Year B-Wing,"Aug 05 2025, 08:00:00",50.10,12.32,123.20,36.00,360.00,0.03,5707360.00,236.07,1.82,-0.99,0.43
II Year B-Wing,"Aug 05 2025, 07:00:00",50.05,12.17,121.70,35.85,358.50,0.03,5707210.00,239.82,0.15,-1.00,0.04
II Year B-Wing,"Aug 05 2025, 06:00:00",50.06,12.14,121.40,35.82,358.20,0.03,5707180.00,240.34,0.15,-1.00,0.03
II Year B-Wing,"Aug 05 2025, 05:00:00",50.04,12.10,121.00,35.78,357.80,0.03,5707140.00,241.41,0.15,-1.00,0.04
II Year B-Wing,"Aug 05 2025, 04:00:00",50.07,12.07,120.70,35.75,357.50,0.03,5707110.00,242.70,0.14,-0.99,0.03
II Year B-Wing,"Aug 05 2025, 03:00:00",50.00,12.03,120.30,35.71,357.10,0.03,5707070.00,241.64,0.15,-0.99,0.04
II Year B-Wing,"Aug 05 2025, 02:00:00",50.00,12.00,120.00,35.68,356.80,0.03,5707040.00,242.42,0.15,-0.99,0.04
II Year B-Wing,"Aug 05 2025, 01:00:00",50.01,11.96,119.60,35.64,356.40,0.03,5707000.00,244.90,0.14,-1.00,0.03
II Year B-Wing,"Aug 05 2025, 00:00:00",50.01,11.93,119.30,35.61,356.10,0.03,5706970.00,242.02,0.15,-0.99,0.04
II Year B-Wing,"Aug 04 2025, 23:00:00",50.07,12.75,127.50,35.57,355.70,0.03,5706930.00,243.04,0.15,-0.99,0.04
II Year B-Wing,"Aug 04 2025, 22:00:00",50.08,12.72,127.20,35.54,355.40,0.03,5706900.00,239.77,0.15,-0.99,0.04
II Year B-Wing,"Aug 04 2025, 21:00:00",50.04,12.66,126.60,35.48,354.80,0.03,5706840.00,237.71,0.69,0.61,0.10
II Year B-Wing,"Aug 04 2025, 20:00:00",50.02,12.56,125.60,35.38,353.80,0.03,5706740.00,239.57,0.70,0.61,0.10
II Year B-Wing,"Aug 04 2025, 19:00:00",50.05,12.46,124.60,35.28,352.80,0.03,5706640.00,240.30,0.71,0.60,0.10
II Year B-Wing,"Aug 04 2025, 18:00:00",50.03,12.39,123.90,35.21,352.10,0.03,5706570.00,243.92,0.15,-1.00,0.04
II Year B-Wing,"Aug 04 2025, 17:00:00",50.02,12.19,121.90,35.01,350.10,0.03,5706370.00,243.97,0.87,-1.00,0.21
II Year B-Wing,"Aug 04 2025, 16:00:00",50.05,11.96,119.60,34.78,347.80,0.03,5706140.00,243.43,1.09,-1.00,0.26
II Year B-Wing,"Aug 04 2025, 14:00:00",50.05,9.80,98.00,32.62,326.20,0.02,5703980.00,237.63,5.14,-1.00,1.21
II Year B-Wing,"Aug 04 2025, 13:00:00",50.07,8.54,85.40,31.36,313.60,0.02,5702720.00,240.41,5.98,-1.00,1.43
II Year B-Wing,"Aug 04 2025, 12:00:00",49.99,7.14,71.40,29.96,299.60,0.02,5701320.00,234.27,5.77,-1.00,1.35
II Year B-Wing,"Aug 04 2025, 11:00:00",50.02,5.74,57.40,28.56,285.60,0.02,5699920.00,238.84,5.62,-1.00,1.33
II Year B-Wing,"Aug 04 2025, 10:00:00",50.08,4.41,44.10,27.23,272.30,0.02,5698590.00,239.71,5.60,-1.00,1.34
II Year B-Wing,"Aug 04 2025, 09:00:00",50.11,3.10,31.00,25.92,259.20,0.02,5697280.00,235.44,5.80,-1.00,1.36
II Year B-Wing,"Aug 04 2025, 08:00:00",50.11,1.82,18.20,24.64,246.40,0.02,5696000.00,237.23,5.77,-1.00,1.36
II Year B-Wing,"Aug 04 2025, 07:00:00",50.03,1.42,14.20,24.24,242.40,0.02,5695600.00,241.41,0.14,-0.99,0.04
II Year B-Wing,"Aug 04 2025, 06:00:00",50.01,1.37,13.70,24.19,241.90,0.02,5695550.00,240.24,0.71,0.61,0.10
II Year B-Wing,"Aug 04 2025, 05:00:00",50.02,1.27,12.70,24.09,240.90,0.02,5695450.00,239.01,0.70,0.61,0.10
II Year B-Wing,"Aug 04 2025, 04:00:00",49.98,1.17,11.70,23.99,239.90,0.02,5695350.00,240.58,0.71,0.60,0.10
II Year B-Wing,"Aug 04 2025, 03:00:00",49.93,1.07,10.70,23.89,238.90,0.02,5695250.00,242.85,0.72,0.60,0.10
II Year B-Wing,"Aug 04 2025, 02:00:00",49.93,0.96,9.60,23.78,237.80,0.02,5695140.00,241.72,0.71,0.60,0.10
II Year B-Wing,"Aug 04 2025, 01:00:00",50.03,0.86,8.60,23.68,236.80,0.02,5695040.00,243.03,0.71,0.60,0.10
II Year B-Wing,"Aug 04 2025, 00:00:00",50.07,0.80,8.00,23.62,236.20,0.02,5694980.00,241.12,0.15,-0.99,0.04
II Year B-Wing,"Aug 03 2025, 23:00:00",50.05,2.00,20.00,23.58,235.80,0.02,5694940.00,238.69,0.15,-0.99,0.03
II Year B-Wing,"Aug 03 2025, 22:00:00",50.08,1.97,19.70,23.55,235.50,0.02,5694910.00,239.42,0.15,-0.99,0.04
II Year B-Wing,"Aug 03 2025, 21:00:00",49.94,1.93,19.30,23.51,235.10,0.02,5694870.00,238.65,0.15,-0.99,0.04
II Year B-Wing,"Aug 03 2025, 20:00:00",49.84,1.90,19.00,23.48,234.80,0.02,5694840.00,241.63,0.14,-1.00,0.04
II Year B-Wing,"Aug 03 2025, 19:00:00",50.04,1.86,18.60,23.44,234.40,0.02,5694800.00,241.88,0.14,-1.00,0.03
II Year B-Wing,"Aug 03 2025, 18:00:00",50.05,1.83,18.30,23.41,234.10,0.02,5694770.00,243.34,0.15,-0.99,0.04
II Year B-Wing,"Aug 03 2025, 17:00:00",50.00,1.79,17.90,23.37,233.70,0.02,5694730.00,242.88,0.14,-0.99,0.04
II Year B-Wing,"Aug 03 2025, 16:00:00",50.06,1.76,17.60,23.34,233.40,0.02,5694700.00,243.87,0.15,-0.99,0.04
II Year B-Wing,"Aug 03 2025, 15:00:00",50.17,1.72,17.20,23.30,233.00,0.02,5694660.00,242.81,0.15,-0.99,0.04
II Year B-Wing,"Aug 03 2025, 14:00:00",50.05,1.69,16.90,23.27,232.70,0.02,5694630.00,245.86,0.15,-0.99,0.04
II Year B-Wing,"Aug 03 2025, 13:00:00",50.12,1.65,16.50,23.23,232.30,0.02,5694590.00,244.43,0.14,-0.99,0.03
II Year B-Wing,"Aug 03 2025, 12:00:00",50.04,1.62,16.20,23.20,232.00,0.02,5694560.00,242.53,0.14,-0.99,0.03
II Year B-Wing,"Aug 03 2025, 11:00:00",49.98,1.58,15.80,23.16,231.60,0.02,5694520.00,241.54,0.14,-1.00,0.03
II Year B-Wing,"Aug 03 2025, 10:00:00",50.00,1.55,15.50,23.13,231.30,0.02,5694490.00,243.48,0.15,-0.99,0.04
II Year B-Wing,"Aug 03 2025, 09:00:00",50.06,1.51,15.10,23.09,230.90,0.02,5694450.00,243.11,0.15,-0.99,0.04
II Year B-Wing,"Aug 03 2025, 08:00:00",50.02,1.48,14.80,23.06,230.60,0.02,5694420.00,240.09,0.15,-1.00,0.04
II Year B-Wing,"Aug 03 2025, 07:00:00",49.97,1.45,14.50,23.03,230.30,0.02,5694390.00,240.29,0.15,-0.99,0.03
II Year B-Wing,"Aug 03 2025, 06:00:00",50.06,1.42,14.20,23.00,230.00,0.02,5694360.00,242.14,0.14,-0.99,0.03
II Year B-Wing,"Aug 03 2025, 05:00:00",50.04,1.38,13.80,22.96,229.60,0.02,5694320.00,244.00,0.15,-1.00,0.04
II Year B-Wing,"Aug 03 2025, 04:00:00",50.03,1.35,13.50,22.93,229.30,0.02,5694290.00,243.16,0.15,-0.99,0.04
II Year B-Wing,"Aug 03 2025, 03:00:00",50.00,1.31,13.10,22.89,228.90,0.02,5694250.00,242.23,0.15,-0.99,0.04
II Year B-Wing,"Aug 03 2025, 02:00:00",50.02,1.28,12.80,22.86,228.60,0.02,5694220.00,242.49,0.15,-0.99,0.04
II Year B-Wing,"Aug 03 2025, 01:00:00",49.98,1.24,12.40,22.82,228.20,0.02,5694180.00,241.22,0.15,-1.00,0.04
II Year B-Wing,"Aug 03 2025, 00:00:00",49.95,1.20,12.00,22.78,227.80,0.02,5694140.00,243.15,0.15,-0.99,0.04
II Year B-Wing,"Aug 02 2025, 23:00:00",49.89,11.69,116.90,22.75,227.50,0.02,5694110.00,242.12,0.15,-0.99,0.04
II Year B-Wing,"Aug 02 2025, 22:00:00",50.00,11.65,116.50,22.71,227.10,0.02,5694070.00,241.07,0.15,-0.99,0.04
II Year B-Wing,"Aug 02 2025, 21:00:00",50.01,11.62,116.20,22.68,226.80,0.02,5694040.00,239.65,0.15,-1.00,0.03
II Year B-Wing,"Aug 02 2025, 20:00:00",50.03,11.35,113.50,22.41,224.10,0.02,5693770.00,240.95,1.28,0.89,0.27
II Year B-Wing,"Aug 02 2025, 19:00:00",50.04,11.14,111.40,22.20,222.00,0.02,5693560.00,239.14,0.15,-1.00,0.03
II Year B-Wing,"Aug 02 2025, 18:00:00",50.11,11.10,111.00,22.16,221.60,0.02,5693520.00,243.88,0.14,-0.99,0.03
II Year B-Wing,"Aug 02 2025, 17:00:00",50.08,11.07,110.70,22.13,221.30,0.02,5693490.00,242.93,0.15,-1.00,0.04
II Year B-Wing,"Aug 02 2025, 16:00:00",50.00,11.03,110.30,22.09,220.90,0.02,5693450.00,242.06,0.16,-0.99,0.04
II Year B-Wing,"Aug 02 2025, 15:00:00",50.01,11.00,110.00,22.06,220.60,0.02,5693420.00,236.92,0.14,-0.99,0.03
II Year B-Wing,"Aug 02 2025, 14:00:00",50.02,10.97,109.70,22.03,220.30,0.02,5693390.00,238.21,0.14,-0.99,0.03
II Year B-Wing,"Aug 02 2025, 13:00:00",50.01,10.93,109.30,21.99,219.90,0.02,5693350.00,235.85,0.15,-0.99,0.03
II Year B-Wing,"Aug 02 2025, 12:00:00",50.05,10.91,109.10,21.97,219.70,0.02,5693330.00,242.85,0.14,-0.99,0.03
II Year B-Wing,"Aug 02 2025, 11:00:00",49.99,10.88,108.80,21.94,219.40,0.02,5693300.00,244.04,0.14,-0.99,0.04
II Year B-Wing,"Aug 02 2025, 10:00:00",50.01,10.84,108.40,21.90,219.00,0.02,5693260.00,244.05,0.14,-0.99,0.04
II Year B-Wing,"Aug 02 2025, 09:00:00",49.98,10.81,108.10,21.87,218.70,0.02,5693230.00,242.30,0.15,-1.00,0.04
II Year B-Wing,"Aug 02 2025, 08:00:00",50.25,10.77,107.70,21.83,218.30,0.02,5693190.00,242.80,0.15,-0.99,0.03
II Year B-Wing,"Aug 02 2025, 07:00:00",50.06,10.74,107.40,21.80,218.00,0.02,5693160.00,242.05,0.15,-1.00,0.04
II Year B-Wing,"Aug 02 2025, 06:00:00",50.06,10.70,107.00,21.76,217.60,0.02,5693120.00,239.17,0.15,-0.99,0.03
II Year B-Wing,"Aug 02 2025, 05:00:00",50.09,10.67,106.70,21.73,217.30,0.02,5693090.00,242.05,0.15,-0.99,0.04
II Year B-Wing,"Aug 02 2025, 04:00:00",50.07,10.63,106.30,21.69,216.90,0.02,5693050.00,243.82,0.15,-1.00,0.04
II Year B-Wing,"Aug 02 2025, 03:00:00",50.02,10.60,106.00,21.66,216.60,0.02,5693020.00,242.81,0.15,-0.99,0.04
II Year B-Wing,"Aug 02 2025, 02:00:00",49.86,10.56,105.60,21.62,216.20,0.02,5692980.00,241.92,0.15,-0.99,0.04
II Year B-Wing,"Aug 02 2025, 01:00:00",49.98,10.52,105.20,21.58,215.80,0.02,5692940.00,242.62,0.15,-1.00,0.04
II Year B-Wing,"Aug 02 2025, 00:00:00",50.07,10.49,104.90,21.55,215.50,0.02,5692910.00,240.86,0.15,-0.99,0.04
II Year B-Wing,"Aug 01 2025, 23:00:00",49.99,21.51,215.10,21.51,215.10,0.02,5692870.00,240.14,0.15,-0.99,0.04
II Year B-Wing,"Aug 01 2025, 22:00:00",50.09,21.48,214.80,21.48,214.80,0.02,5692840.00,241.96,0.15,-0.99,0.04
II Year B-Wing,"Aug 01 2025, 21:00:00",50.04,21.44,214.40,21.44,214.40,0.02,5692800.00,238.51,0.15,-1.00,0.03
II Year B-Wing,"Aug 01 2025, 20:00:00",50.07,21.28,212.80,21.28,212.80,0.02,5692640.00,241.66,1.28,0.89,0.27
II Year B-Wing,"Aug 01 2025, 19:00:00",49.96,21.02,210.20,21.02,210.20,0.02,5692380.00,238.42,0.87,-1.00,0.20
II Year B-Wing,"Aug 01 2025, 18:00:00",50.08,20.82,208.20,20.82,208.20,0.02,5692180.00,242.35,0.87,-1.00,0.21
II Year B-Wing,"Aug 01 2025, 17:00:00",50.07,20.61,206.10,20.61,206.10,0.02,5691970.00,241.26,0.87,-1.00,0.21
II Year B-Wing,"Aug 01 2025, 16:00:00",50.07,20.38,203.80,20.38,203.80,0.02,5691740.00,242.46,0.93,1.00,0.22
II Year B-Wing,"Aug 01 2025, 15:00:00",50.00,19.71,197.10,19.71,197.10,0.01,5691070.00,239.99,5.30,-1.00,1.27
II Year B-Wing,"Aug 01 2025, 14:00:00",50.16,18.44,184.40,18.44,184.40,0.01,5689800.00,237.85,5.51,-1.00,1.31
II Year B-Wing,"Aug 01 2025, 13:00:00",50.05,17.23,172.30,17.23,172.30,0.01,5688590.00,244.96,4.67,-1.00,1.14
II Year B-Wing,"Aug 01 2025, 12:00:00",50.05,16.09,160.90,16.09,160.90,0.01,5687450.00,243.05,4.71,-1.00,1.14
II Year B-Wing,"Aug 01 2025, 11:00:00",50.01,14.95,149.50,14.95,149.50,0.01,5686310.00,242.06,4.72,-1.00,1.13
II Year B-Wing,"Aug 01 2025, 08:00:00",49.99,11.50,115.00,11.50,115.00,0.01,5682860.00,241.03,4.55,-1.00,1.09
II Year B-Wing,"Aug 01 2025, 07:00:00",49.93,11.27,112.70,11.27,112.70,0.01,5682630.00,242.44,0.15,-1.00,0.04
II Year B-Wing,"Aug 01 2025, 06:00:00",50.06,11.24,112.40,11.24,112.40,0.01,5682600.00,239.78,0.15,-1.00,0.04
II Year B-Wing,"Aug 01 2025, 05:00:00",50.05,11.20,112.00,11.20,112.00,0.01,5682560.00,242.36,0.14,-0.99,0.04
II Year B-Wing,"Aug 01 2025, 04:00:00",49.93,11.17,111.70,11.17,111.70,0.01,5682530.00,241.95,0.15,-1.00,0.04
II Year B-Wing,"Aug 01 2025, 03:00:00",49.94,11.13,111.30,11.13,111.30,0.01,5682490.00,241.76,0.14,-0.99,0.03
II Year B-Wing,"Aug 01 2025, 02:00:00",50.04,11.10,111.00,11.10,111.00,0.01,5682460.00,242.78,0.15,-0.99,0.03
II Year B-Wing,"Aug 01 2025, 01:00:00",50.00,11.06,110.60,11.06,110.60,0.01,5682420.00,243.64,0.14,-0.99,0.03
II Year B-Wing,"Aug 01 2025, 00:00:00",50.04,11.02,110.20,11.02,110.20,0.01,5682380.00,240.31,0.15,-0.99,0.04
