Device Name,Time,Frequency,Today kWh,Today Cost,Month kWh,Month Cost,tCO2,Energy kWh,RYB Phase Voltage,Line Voltage,Average Current,Power Factor,Average Power,RYB Phase Current,RYB Phase Power,RYB Phase PF
EM Lab-2 (3 Phase),"Jul 03 2025, 21:00:00",49.95,0.24,2.40,29.45,294.50,0.02,4834809.00,"R: 231.17, Y: 240.36, B: 238.61",409.88,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 03 2025, 19:00:00",50.01,0.24,2.40,29.45,294.50,0.02,4834808.00,"R: 233.43, Y: 240.68, B: 242.05",413.77,0.14,0.71,0.07,"R: 0.43, Y: 0.00, B: 0.00","R: 71.69, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 03 2025, 18:00:00",50.08,0.17,1.70,29.38,293.80,0.02,4834738.00,"R: 234.27, Y: 243.39, B: 243.70",416.46,0.14,0.68,0.07,"R: 0.42, Y: 0.00, B: 0.00","R: 68.20, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 03 2025, 17:00:00",50.06,0.00,0.00,29.22,292.20,0.02,4834572.00,"R: 233.87, Y: 236.97, B: 239.23",410.06,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 03 2025, 16:00:00",50.06,0.00,0.00,29.22,292.20,0.02,4834572.00,"R: 233.83, Y: 241.92, B: 237.08",411.57,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 03 2025, 15:00:00",49.98,0.00,0.00,29.22,292.20,0.02,4834572.00,"R: 229.45, Y: 236.46, B: 230.39",402.99,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 03 2025, 14:00:00",50.00,0.00,0.00,29.22,292.20,0.02,4834572.00,"R: 235.50, Y: 236.54, B: 227.18",403.58,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 03 2025, 13:00:00",50.02,0.00,0.00,29.22,292.20,0.02,4834572.00,"R: 231.99, Y: 242.84, B: 238.41",411.29,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 03 2025, 12:00:00",49.98,0.00,0.00,29.22,292.20,0.02,4834572.00,"R: 230.32, Y: 236.35, B: 232.09",403.28,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 03 2025, 11:00:00",50.00,0.00,0.00,29.22,292.20,0.02,4834572.00,"R: 229.40, Y: 235.32, B: 228.41",400.38,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 03 2025, 10:00:00",49.99,0.00,0.00,29.22,292.20,0.02,4834572.00,"R: 226.23, Y: 235.24, B: 229.05",398.47,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 03 2025, 08:00:00",50.02,0.00,0.00,29.22,292.20,0.02,4834572.00,"R: 239.44, Y: 241.70, B: 235.97",413.98,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 03 2025, 06:00:00",50.02,0.00,0.00,29.22,292.20,0.02,4834572.00,"R: 238.67, Y: 239.76, B: 239.89",414.76,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 03 2025, 05:00:00",50.05,0.00,0.00,29.22,292.20,0.02,4834572.00,"R: 237.69, Y: 242.44, B: 242.30",417.06,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 23:00:00",50.03,13.48,134.80,29.22,292.20,0.02,4834572.00,"R: 240.05, Y: 242.41, B: 242.87",417.78,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 22:00:00",50.04,13.48,134.80,29.22,292.20,0.02,4834572.00,"R: 232.67, Y: 237.90, B: 238.13",409.21,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 21:00:00",49.94,12.85,128.50,28.58,285.80,0.02,4833937.00,"R: 234.09, Y: 237.86, B: 237.49",409.54,4.57,0.92,2.99,"R: 5.33, Y: 4.14, B: 4.27","R: 1152.58, Y: 859.41, B: 968.73","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 20:00:00",49.96,12.71,127.10,28.45,284.50,0.02,4833800.00,"R: 240.02, Y: 242.15, B: 242.10",418.22,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 19:00:00",50.04,12.70,127.00,28.43,284.30,0.02,4833788.00,"R: 234.25, Y: 238.37, B: 236.74",409.40,0.14,0.69,0.07,"R: 0.43, Y: 0.00, B: 0.00","R: 68.60, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 18:00:00",49.98,12.63,126.30,28.37,283.70,0.02,4833721.00,"R: 236.77, Y: 245.53, B: 242.94",418.26,0.14,0.66,0.07,"R: 0.43, Y: 0.00, B: 0.00","R: 67.06, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 17:00:00",49.98,12.17,121.70,27.91,279.10,0.02,4833264.00,"R: 239.01, Y: 243.12, B: 242.73",418.91,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 16:00:00",50.08,12.17,121.70,27.91,279.10,0.02,4833264.00,"R: 238.30, Y: 245.97, B: 239.21",417.68,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 15:00:00",50.03,12.17,121.70,27.91,279.10,0.02,4833264.00,"R: 233.11, Y: 240.51, B: 231.71",407.60,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 14:00:00",50.09,11.43,114.30,27.16,271.60,0.02,4832518.00,"R: 230.36, Y: 236.70, B: 230.42",402.44,0.11,0.41,0.03,"R: 0.35, Y: 0.00, B: 0.00","R: 33.53, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 13:00:00",50.07,10.11,101.10,25.84,258.40,0.02,4831200.00,"R: 239.12, Y: 245.17, B: 237.34",416.62,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 12:00:00",50.06,10.11,101.10,25.84,258.40,0.02,4831200.00,"R: 235.54, Y: 245.82, B: 237.23",414.70,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 11:00:00",50.04,10.11,101.10,25.84,258.40,0.02,4831200.00,"R: 228.97, Y: 237.24, B: 231.48",402.99,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 10:00:00",50.01,10.11,101.10,25.84,258.40,0.02,4831200.00,"R: 230.47, Y: 242.24, B: 229.47",403.76,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 09:00:00",49.99,10.11,101.10,25.84,258.40,0.02,4831200.00,"R: 231.22, Y: 238.25, B: 229.17",403.76,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 08:00:00",50.00,10.11,101.10,25.84,258.40,0.02,4831200.00,"R: 237.68, Y: 241.61, B: 234.65",412.45,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 07:00:00",50.00,10.11,101.10,25.84,258.40,0.02,4831200.00,"R: 238.15, Y: 242.84, B: 240.44",416.79,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 06:00:00",49.92,8.87,88.70,24.61,246.10,0.02,4829961.00,"R: 236.70, Y: 237.62, B: 237.74",411.10,0.13,0.53,0.05,"R: 0.39, Y: 0.00, B: 0.00","R: 49.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 02 2025, 05:00:00",49.97,7.53,75.30,23.26,232.60,0.02,4828619.00,"R: 233.80, Y: 239.31, B: 239.71",411.41,0.13,0.53,0.05,"R: 0.40, Y: 0.00, B: 0.00","R: 48.45, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 23:00:00",50.04,14.25,142.50,14.25,142.50,0.01,4819601.00,"R: 233.98, Y: 240.85, B: 238.03",411.80,4.22,0.90,2.71,"R: 4.85, Y: 3.82, B: 4.06","R: 1030.90, Y: 790.75, B: 890.19","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 22:00:00",50.05,12.47,124.70,12.47,124.70,0.01,4817824.00,"R: 230.26, Y: 238.32, B: 236.25",407.04,3.89,0.90,2.46,"R: 4.44, Y: 3.58, B: 3.66","R: 926.84, Y: 714.84, B: 814.55","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 21:00:00",49.97,10.77,107.70,10.77,107.70,0.01,4816126.00,"R: 231.58, Y: 237.46, B: 237.16",408.09,0.11,0.45,0.03,"R: 0.32, Y: 0.00, B: 0.00","R: 31.25, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 20:00:00",50.06,9.25,92.50,9.25,92.50,0.01,4814608.00,"R: 235.63, Y: 241.26, B: 242.03",415.07,0.13,0.54,0.05,"R: 0.39, Y: 0.00, B: 0.00","R: 47.66, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 18:00:00",49.97,6.31,63.10,6.31,63.10,0.00,4811662.00,"R: 232.84, Y: 237.80, B: 241.98",411.36,0.14,0.66,0.07,"R: 0.43, Y: 0.00, B: 0.00","R: 65.76, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 17:00:00",49.94,5.61,56.10,5.61,56.10,0.00,4810966.00,"R: 236.44, Y: 243.60, B: 239.30",415.31,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 16:00:00",50.10,5.61,56.10,5.61,56.10,0.00,4810966.00,"R: 237.77, Y: 246.64, B: 244.84",421.74,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 15:00:00",49.95,5.61,56.10,5.61,56.10,0.00,4810966.00,"R: 231.12, Y: 236.59, B: 229.07",402.85,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 14:00:00",49.96,5.61,56.10,5.61,56.10,0.00,4810966.00,"R: 241.25, Y: 250.83, B: 239.14",421.38,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 13:00:00",50.19,5.61,56.10,5.61,56.10,0.00,4810966.00,"R: 240.03, Y: 242.73, B: 237.50",416.38,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 12:00:00",50.09,5.61,56.10,5.61,56.10,0.00,4810966.00,"R: 243.38, Y: 244.61, B: 245.62",423.32,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 11:00:00",49.88,5.61,56.10,5.61,56.10,0.00,4810966.00,"R: 236.48, Y: 243.88, B: 234.41",412.62,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 10:00:00",50.03,5.61,56.10,5.61,56.10,0.00,4810966.00,"R: 235.25, Y: 241.89, B: 234.86",411.33,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 09:00:00",50.09,5.61,56.10,5.61,56.10,0.00,4810966.00,"R: 237.43, Y: 243.44, B: 239.54",415.98,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 08:00:00",50.03,5.61,56.10,5.61,56.10,0.00,4810966.00,"R: 234.40, Y: 243.25, B: 240.62",414.90,0.00,nan,0.00,"R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 06:00:00",50.00,5.23,52.30,5.23,52.30,0.00,4810587.00,"R: 235.16, Y: 237.06, B: 237.15",409.44,0.13,0.52,0.05,"R: 0.38, Y: 0.00, B: 0.00","R: 47.83, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
EM Lab-2 (3 Phase),"Jul 01 2025, 05:00:00",50.04,4.86,48.60,4.86,48.60,0.00,4810219.00,"R: 238.19, Y: 240.03, B: 241.92",415.92,0.13,0.49,0.05,"R: 0.40, Y: 0.00, B: 0.00","R: 45.53, Y: 0.00, B: 0.00","R: 0.00, Y: 0.00, B: 0.00"
